gene name	annotation
none	gene
none	gene
none	gene
none	gene
CTD-3157E16.1	gene
MIR548V	gene
MIR5697	gene
none	gene
none	gene
MIR4304	gene
MIR5690	gene
none	gene
none	gene
FCGR1CP	gene
RP11-638L3.1	gene
RN7SL475P	gene
MIR3180-1	gene
MIR4421	gene
MIR3164	gene
H3F3BP2	gene
RP11-60A24.3	gene
none	gene
AA06	gene
RP11-183C12.1	gene
RP11-293E1.2	gene
none	gene
RP11-958F21.3	gene
RP11-419J16.1	gene
RP11-638L3.3	gene
RP11-434D2.2	gene
MIR3918	gene
RN7SL652P	gene
none	gene
MIR1268B	gene
none	gene
PIGPP4	gene
MIR3143	gene
RN7SL605P	gene
RP11-1109M24.13	gene
none	gene
none	gene
none	gene
WDR45BP1	gene
none	gene
RP11-713C5.1	gene
none	gene
none	gene
MIR3978	gene
none	gene
none	gene
MIR5708	gene
none	gene
AP000275.65	gene
none	gene
NPM1P45	gene
MIR4756	gene
MIR3659	gene
none	gene
MIR5707	gene
MIR4471	gene
none	gene
MIR4695	gene
none	gene
none	gene
MIR4539	gene
RP11-521P1.1	gene
none	gene
none	gene
MIR548AG2	gene
CTB-96E2.7	gene
none	gene
none	gene
MIR3139	gene
RP11-68I3.11	gene
AC139085.2	gene
none	gene
GLUD1P8	gene
BNIP3P3	gene
none	gene
MIR3612	gene
none	gene
none	gene
none	gene
RP11-529J17.1	gene
MIR3929	gene
none	gene
RP11-465I4.2	gene
RP11-451L19.1	gene
none	gene
TUFMP1	gene
none	gene
RN7SL279P	gene
none	gene
none	gene
MIR548AK	gene
none	gene
none	gene
RP11-13N13.6	gene
MIR3151	gene
MIR3690	gene
MIR4664	gene
none	gene
RP11-74H8.1	gene
none	gene
RARA-AS1	gene
none	gene
MIR548AJ1	gene
RP11-25I11.1	gene
RP11-672L10.3	gene
none	gene
MIR4508	gene
RN7SL708P	gene
RP11-1376P16.2	gene
none	gene
RPL17	gene
MIR4267	gene
RP11-173M1.5	gene
RN7SL378P	gene
none	gene
MAFG-AS1	gene
RP11-118G23.1	gene
RP11-5A19.5	gene
MIR4460	gene
RP13-516M14.4	gene
RP11-815I9.5	gene
MIR4774	gene
none	gene
none	gene
RP11-31I22.4	gene
LARP7P3	gene
MIR548AE2	gene
none	gene
RP11-156L14.1	gene
SNORD53_SNORD92	gene
none	gene
none	gene
none	gene
RP11-440L16.1	gene
RP11-82O19.2	gene
none	gene
RP11-94B19.7	gene
MIR4681	gene
none	gene
none	gene
MIR4284	gene
MIR3144	gene
RN7SL648P	gene
RP11-883A18.3	gene
none	gene
SNORA74	gene
MIR4438	gene
RN7SL5P	gene
none	gene
RP11-1157N2__B.2	gene
RP11-354P11.3	gene
RN7SL339P	gene
RP11-848P1.3	gene
MIR4427	gene
RN7SL375P	gene
KYNUP2	gene
RP11-849F2.5	gene
RP11-799B12.4	gene
RP11-296E23.1	gene
RP11-403A21.1	gene
RN7SL444P	gene
RP11-595B24.1	gene
none	gene
ZNF488	gene
none	gene
CXADRP3	gene
none	gene
MIR4506	gene
none	gene
none	gene
CTC-304I17.3	gene
MIR3670-3	gene
RN7SL624P	gene
RP11-17M16.2	gene
none	gene
RP11-384E22.1	gene
none	gene
RP1-56K13.3	gene
RP11-527H14.6	gene
CYP4F35P	gene
RP11-19P22.5	gene
MIR4330	gene
RNASEH1P1	gene
CTD-2349P21.10	gene
MIR3118-4	gene
RP11-227G15.3	gene
RP11-271K11.5	gene
RP11-387H17.6	gene
RP11-649A18.5	gene
RP11-720N19.2	gene
RN7SL49P	gene
none	gene
MIR4292	gene
SEC22B	gene
MIR3907	gene
none	gene
RN7SL300P	gene
RN7SL376P	gene
MIR1273G	gene
FSBP	gene
EEF1E1-BLOC1S5	gene
none	gene
MIR3177	gene
MIR4422	gene
none	gene
MIR3939	gene
MIR548AG1	gene
MIR3123	gene
RP1-66C13.1	gene
none	gene
CCND3P2	gene
none	gene
AC010761.10	gene
MIR548X	gene
LINC01029	gene
RP11-751H17.1	gene
RP11-20B24.5	gene
MIR4276	gene
MIR4287	gene
MIR3689D1	gene
MIR4797	gene
RP1-48J14.1	gene
MIR4514	gene
none	gene
none	gene
MIR5704	gene
MIR4495	gene
RP11-805L22.2	gene
none	gene
none	gene
none	gene
MIR4516	gene
none	gene
MIR3174	gene
MIR3689A	gene
MIR4289	gene
MIR4489	gene
none	gene
MIR3914-1	gene
MIR4748	gene
PDLIM1P2	gene
RN7SL73P	gene
RP11-169I9.2	gene
RN7SL783P	gene
DSCAS	gene
Y_RNA	gene
none	gene
RN7SL311P	gene
none	gene
RN7SL357P	gene
AC018696.1	gene
none	gene
none	gene
MIR4696	gene
none	gene
RN7SL96P	gene
RP11-737O24.2	gene
RP11-20B24.6	gene
none	gene
RP11-583F2.2	gene
RP11-434D2.9	gene
MIR3685	gene
RN7SL543P	gene
MIR4280	gene
MIR5692C1	gene
CTD-2532D12.5	gene
MIR5195	gene
none	gene
MIR3146	gene
LINC00668	gene
ARL2BPP1	gene
RP11-277J6.3	gene
RP11-563H6.1	gene
UBE2CP2	gene
RN7SL577P	gene
RP11-739L10.1	gene
LINC01387	gene
RP11-752P2.2	gene
RP11-296E23.2	gene
MIR4749	gene
MIR4445	gene
MIR4319	gene
none	gene
none	gene
Y_RNA	gene
GACAT2	gene
RP11-293E1.1	gene
MIR4266	gene
AC100830.4	gene
RP11-269G24.6	gene
TXNIP	gene
RP11-163O19.16	gene
CTB-41I6.2	gene
MIR4725	gene
none	gene
none	gene
CTD-2515C13.2	gene
MIR544B	gene
RP11-927P21.4	gene
RP11-699A5.2	gene
none	gene
MIR4735	gene
RP11-16C1.3	gene
none	gene
MIR4519	gene
ESRG	gene
MIR5694	gene
RP11-510D21.1	gene
RP11-736G13.1	gene
MIR3671	gene
RP11-567L7.5	gene
RP11-267C16.2	gene
MIR4488	gene
RP11-746M1.2	gene
GATA6-AS1	gene
MIR4764	gene
CTD-2206N4.2	gene
RP11-94B19.2	gene
MIR4309	gene
hsa-mir-548c	gene
MIR4477B	gene
none	gene
MIR3609	gene
none	gene
none	gene
SRGAP2	gene
none	gene
none	gene
none	gene
RP11-452I5.2	gene
MIR4659A	gene
MIR4509-2	gene
MIR4690	gene
AC015818.6	gene
MIR3649	gene
none	gene
none	gene
CTD-2206N4.1	gene
RP11-703M24.5	gene
RP11-822E23.6	gene
none	gene
MIR4500	gene
NDUFV2-AS1	gene
none	gene
none	gene
none	gene
RN7SL140P	gene
none	gene
none	gene
MIR4771-2	gene
CTD-2124B20.2	gene
POLRMTP1	gene
none	gene
none	gene
MIR3617	gene
MIR5693	gene
none	gene
BAHCC1	gene
RN7SL574P	gene
CTD-2535L24.2	gene
none	gene
MIR4432	gene
SNORA59B	gene
none	gene
none	gene
none	gene
RP11-159D12.5	gene
RP5-1028K7.2	gene
none	gene
RASSF5	gene
MIR5192	gene
MIR5700	gene
RP11-118E18.2	gene
RP5-906A24.2	gene
RP11-243E13.2	gene
MIR4326	gene
RP11-326K13.2	gene
RP11-647F2.2	gene
MIR4525	gene
none	gene
MIR4440	gene
MIR4423	gene
RP11-296K13.4	gene
none	gene
RP11-963H4.5	gene
none	gene
FBXO36P1	gene
RP11-354P11.2	gene
none	gene
MIR5587	gene
none	gene
RP11-209D14.4	gene
ZNF415P1	gene
RN7SL366P	gene
SRP68P1	gene
MIR4759	gene
none	gene
MIR4435-2	gene
MIR4533	gene
none	gene
MIR4654	gene
RHOT1P1	gene
MIR5190	gene
MIR5583-1	gene
RP11-789C17.3	gene
MIR4711	gene
MIR3646	gene
RP11-190I17.2	gene
none	gene
RP11-927P21.6	gene
none	gene
RN7SL785P	gene
RN7SL612P	gene
YWHAEP2	gene
none	gene
RN7SL557P	gene
MIR3147	gene
RP11-769O8.1	gene
STRADA	gene
MIR4666A	gene
none	gene
RP11-1113L8.6	gene
MIR4282	gene
EIF4A3P1	gene
none	gene
RP11-552O4.2	gene
RN7SL804P	gene
none	gene
RN7SL480P	gene
MIR5095	gene
MIR3186	gene
RP11-218F4.2	gene
MIR1260B	gene
none	gene
MIR4661	gene
RN7SL163P	gene
RP11-675P14.1	gene
PNLIPRP2	gene
SS18L2P2	gene
RP1-66C13.4	gene
MIR5585	gene
MIR5589	gene
none	gene
MIR3926-1	gene
none	gene
CTD-2267D19.3	gene
none	gene
RN7SL371P	gene
MIR3156-3	gene
RP11-100K18.1	gene
MIR3167	gene
none	gene
CTSLP2	gene
none	gene
none	gene
RP11-433M22.1	gene
none	gene
MIR4323	gene
NPM1P2	gene
MIR3611	gene
none	gene
none	gene
MIR3178	gene
none	gene
MIR3176	gene
NARF-IT1	gene
RP11-25D3.1	gene
none	gene
MIR5091	gene
none	gene
GRAMD4P7	gene
MIR4279	gene
none	gene
MIR4644	gene
none	gene
CTC-525D6.2	gene
COX6CP3	gene
none	gene
none	gene
MIR4475	gene
LINC00683	gene
none	gene
RP11-41O4.1	gene
none	gene
RP11-640I15.1	gene
MIR4428	gene
none	gene
KLF14	gene
RP11-172F10.1	gene
none	gene
MIR5096	gene
none	gene
RP11-715C4.1	gene
RN7SL138P	gene
none	gene
MIR4743	gene
none	gene
RP11-41O4.2	gene
RP11-849F2.4	gene
UBL5P2	gene
RP11-627G18.1	gene
MIR3683	gene
CTD-3096M3.2	gene
RP11-1C8.6	gene
RP11-159D12.10	gene
MIR3180-3	gene
none	gene
none	gene
ARIH2P1	gene
MIR744	gene
MIR3118-1	gene
RP11-219A15.1	gene
RP11-484N16.1	gene
MIR4518	gene
CTD-2008P7.6	gene
MIR5093	gene
RN7SL510P	gene
none	gene
none	gene
AC007952.4	gene
RP11-111H3.3	gene
RP11-173M1.4	gene
MIR4668	gene
RN7SL703P	gene
MIR5692A1	gene
none	gene
MIR3909	gene
MIR4293	gene
MIR4663	gene
MIR3665	gene
MIR4503	gene
hsa-mir-4536-1	gene
MIR4281	gene
none	gene
none	gene
RP11-25O3.1	gene
none	gene
NBPF15	gene
RP11-848P1.4	gene
RP5-890E16.4	gene
none	gene
none	gene
none	gene
MIR4776-2	gene
none	gene
RP11-578C11.2	gene
RP11-101O21.1	gene
none	gene
none	gene
none	gene
RP11-218E15.1	gene
RP11-51L5.3	gene
RP11-1096G20.5	gene
RP11-344E13.4	gene
MIR3657	gene
RP11-142O6.1	gene
RP11-710M11.1	gene
none	gene
none	gene
RP11-214O1.3	gene
RP11-640N20.8	gene
none	gene
MIR5002	gene
RP11-227G15.8	gene
none	gene
CTB-41I6.1	gene
none	gene
none	gene
MIR4740	gene
none	gene
MIR4273	gene
RP11-737O24.1	gene
none	gene
none	gene
none	gene
RP11-874J12.4	gene
SNHG25	gene
none	gene
CBX3P2	gene
MIR3157	gene
none	gene
RP11-180P8.3	gene
NCOA4	gene
MIR4636	gene
RP1-66C13.2	gene
MIR4424	gene
RN7SL118P	gene
MIR4451	gene
MIR3163	gene
MIR4719	gene
none	gene
none	gene
MIR5580	gene
none	gene
TBC1D3P5	gene
MIR4264	gene
MIR4746	gene
RN7SL493P	gene
RP11-91I8.3	gene
none	gene
RP13-991F5.2	gene
RP11-149I2.4	gene
RP11-805L22.1	gene
MIR3713	gene
CTD-2015H3.2	gene
none	gene
MIR3179-3	gene
RP11-806L2.2	gene
none	gene
MIR4259	gene
none	gene
RP11-173L6.1	gene
MIR2392	gene
MIR3196	gene
RP11-822E23.2	gene
RN7SL220P	gene
CTB-131K11.1	gene
RP11-856M7.8	gene
MRPS21	gene
RP11-401F2.3	gene
none	gene
RN7SL616P	gene
MIR5197	gene
CTD-2515C13.1	gene
none	gene
none	gene
none	gene
none	gene
FAM106CP	gene
RP11-178F10.3	gene
CTD-2349P21.9	gene
none	gene
none	gene
MIR4641	gene
RP11-17J14.2	gene
none	gene
RP11-995C19.2	gene
RP11-45M22.5	gene
none	gene
none	gene
RP11-766H1.1	gene
MIR5681A	gene
RN7SL162P	gene
RP11-798G7.4	gene
RP11-629E24.2	gene
MIR4479	gene
MIR3201	gene
MIR3934	gene
none	gene
none	gene
RP11-874J12.3	gene
MIR3689F	gene
MIR4452	gene
MIR4715	gene
MIR4268	gene
RAC1P1	gene
RP11-650P15.1	gene
RP11-805F19.4	gene
GDF10	gene
MIR4650-1	gene
none	gene
RP11-138P22.1	gene
MTCYBP13	gene
MIR4318	gene
MIR4706	gene
MIR3619	gene
RP11-40A13.1	gene
SPDYE22P	gene
RP11-385D13.3	gene
none	gene
RP11-881L2.1	gene
none	gene
none	gene
MIR5701-1	gene
none	gene
none	gene
RP11-526I8.2	gene
none	gene
none	gene
RN7SL356P	gene
LINC01443	gene
MIR3145	gene
none	gene
MIR4530	gene
RP11-1007I13.4	gene
CTD-2200P10.3	gene
EIF1P5	gene
MIR4418	gene
none	gene
RN7SL377P	gene
MIR5579	gene
RP11-449D8.5	gene
BOLA2P1	gene
RP11-838N2.5	gene
RP1-71H19.2	gene
MIR4254	gene
MIR3166	gene
MIR4527	gene
MIR4478	gene
none	gene
CTD-2382H12.2	gene
none	gene
RP1-56K13.5	gene
MIR4512	gene
none	gene
none	gene
MIR4713	gene
MIR4766	gene
none	gene
none	gene
RP11-583F2.5	gene
RP11-466A19.3	gene
RP11-6N17.3	gene
RP11-476K15.1	gene
RP11-856M7.6	gene
LONRF2P1	gene
none	gene
none	gene
RN7SL176P	gene
MIR4703	gene
RFWD2P1	gene
RP11-94B19.4	gene
none	gene
MIR3692	gene
MIR4742	gene
MIR4642	gene
none	gene
none	gene
none	gene
none	gene
RN7SL202P	gene
none	gene
none	gene
MIR3972	gene
none	gene
none	gene
MIR4754	gene
RP11-20B24.4	gene
MIR3677	gene
RP11-927P21.2	gene
MIR4299	gene
RP11-51L5.4	gene
SETP3	gene
MIR3126	gene
RP11-138I1.3	gene
none	gene
RP11-1376P16.1	gene
MIR3908	gene
none	gene
MIR3169	gene
RP11-160E2.21	gene
MIR4739	gene
MIR4325	gene
RP11-849N15.4	gene
MIR5692C2	gene
none	gene
none	gene
RP11-822E23.3	gene
none	gene
MIR4297	gene
RP11-258F1.1	gene
none	gene
RP5-1148A21.3	gene
none	gene
none	gene
none	gene
none	gene
none	gene
MIR4274	gene
RP11-1109M24.15	gene
snoZ6	gene
OR4K8P	gene
RP11-30L3.2	gene
none	gene
MIR3945	gene
none	gene
none	gene
none	gene
MIR4490	gene
MIR4498	gene
MIR4437	gene
none	gene
PSMD7P1	gene
RP11-661O13.1	gene
RP11-214O1.2	gene
RN7SL48P	gene
RP11-398J5.1	gene
MIR3149	gene
none	gene
MYO15B	gene
none	gene
RP11-855A2.3	gene
RP11-466A19.1	gene
MIR4676	gene
RN7SL14P	gene
MIR5695	gene
none	gene
none	gene
none	gene
AC015688.3	gene
DSG1-AS1	gene
TBC1D29	gene
none	gene
GTF2IP6	gene
none	gene
MIR4757	gene
none	gene
MIR4708	gene
RP11-94B19.6	gene
RP11-131K5.1	gene
MIR3135A	gene
RP11-1109M24.7	gene
MIR4645	gene
MIR3661	gene
RN7SL524P	gene
MIR5680	gene
MIR3680-2	gene
MIR4464	gene
MIR3194	gene
none	gene
CTD-2582D11.1	gene
RP11-678G15.2	gene
none	gene
none	gene
RN7SL619P	gene
RP11-19P22.10	gene
none	gene
RP11-321M21.1	gene
RP11-218M11.6	gene
MIR4646	gene
SH3GL1P1	gene
none	gene
MIR4444-2	gene
MIR3663	gene
RP11-715F3.2	gene
LGALS9DP	gene
none	gene
RN7SL7P	gene
none	gene
none	gene
RP11-521L9.2	gene
MIR4419A	gene
RP1-77H15.1	gene
none	gene
RP11-61L19.1	gene
RP11-744K17.3	gene
MIR548H5	gene
MIR548AE1	gene
RP11-449D8.3	gene
none	gene
none	gene
none	gene
RP11-454P7.1	gene
RP13-104F24.1	gene
RP11-6N17.2	gene
none	gene
RP11-599B13.7	gene
none	gene
CTD-2200P10.1	gene
MIR3689E	gene
RN7SL712P	gene
CTD-2008P7.8	gene
none	gene
GAPLINC	gene
none	gene
none	gene
RP11-121A13.3	gene
RP11-543H23.2	gene
RP11-862L9.3	gene
RP11-793A3.2	gene
none	gene
RP11-370A5.1	gene
MIR4482	gene
ITM2BP1	gene
none	gene
MIR3910-1	gene
none	gene
RPSAP67	gene
none	gene
none	gene
none	gene
RN7SL123P	gene
none	gene
RP11-848P1.9	gene
none	gene
RP6-114E22.1	gene
RP11-19P22.8	gene
RN7SL408P	gene
RP11-1148O4.1	gene
RP1-41C23.1	gene
none	gene
RP11-744K17.8	gene
MIR4535	gene
MIR4634	gene
RP11-692N5.2	gene
AC005616.1	gene
RP1-266L20.9	gene
AC005546.2	gene
AKR1B1P7	gene
RP11-173A16.2	gene
RP11-567M16.5	gene
CTB-171A8.1	gene
CTC-559E9.1	gene
RP11-1058N17.1	gene
AC005357.1	gene
AC006116.22	gene
RP5-1022P6.7	gene
SLC25A6P4	gene
CTC-448F2.6	gene
CTC-548K16.2	gene
MRPS5P4	gene
ZNF793-AS1	gene
RP11-798G7.8	gene
MIR3184	gene
ACTBP9	gene
RP11-15A1.7	gene
CTC-499B15.6	gene
RP11-693J15.4	gene
RP11-154H12.2	gene
RP11-434D2.7	gene
CTB-70G10.1	gene
RP11-400F19.8	gene
RP11-1252D15.1	gene
AC006116.13	gene
AC005775.2	gene
RP11-332H18.3	gene
CTC-215O4.4	gene
AC119403.1	gene
AC104532.3	gene
RPSAP66	gene
AC005262.4	gene
MRPL37P1	gene
RP11-799D4.4	gene
CTD-2623N2.5	gene
AD000091.2	gene
LINC01538	gene
RP11-618P17.4	gene
RP11-701H16.4	gene
RP11-820I16.3	gene
RP11-49K24.4	gene
AC006126.3	gene
AC005786.3	gene
FAM106DP	gene
RP11-973H7.5	gene
RP11-400F19.6	gene
AC005625.1	gene
FXYD1	gene
RP11-712P20.2	gene
AARSD1	gene
RP11-116O18.1	gene
RP11-773H22.4	gene
RP11-806H10.4	gene
OR4F8P	gene
CTD-3162L10.3	gene
FARSA-AS1	gene
AC079466.1	gene
CTC-459F4.5	gene
CTD-2369P2.5	gene
LINC01180	gene
RP11-552F3.4	gene
RP11-799D4.2	gene
CTC-232P5.1	gene
POLR3GP2	gene
CTD-2329C7.2	gene
RP11-354P11.8	gene
RP11-749H17.1	gene
FTLP5	gene
LLNLR-284B4.2	gene
DHX40P1	gene
RP4-657D16.3	gene
RP11-127I20.7	gene
RP11-703I16.3	gene
RP11-886H22.1	gene
RP11-936I5.1	gene
RP11-27G24.3	gene
AC006538.4	gene
RP11-242D8.1	gene
CTD-2659N19.4	gene
AC002984.2	gene
CTC-448F2.4	gene
CTB-31O20.3	gene
RP11-120M18.2	gene
CTB-50L17.16	gene
CTC-360P9.1	gene
CTD-2171N6.1	gene
LINC01532	gene
RP11-800A18.4	gene
RP11-75C10.9	gene
NTF6A	gene
none	gene
AC084219.2	gene
LRRC37A16P	gene
CTD-2588C8.8	gene
RP11-92C4.3	gene
AC011524.2	gene
TCF4-AS1	gene
CTB-50L17.7	gene
RP11-807E13.2	gene
CTD-2562J15.4	gene
RP11-384O8.1	gene
RP11-1094M14.10	gene
AC005559.3	gene
none	gene
RP11-1096D5.2	gene
RP11-58G13.1	gene
RP11-35G9.3	gene
ZNF850	gene
CTD-3193K9.4	gene
AC005757.6	gene
none	gene
E2F3P1	gene
RP11-589P10.7	gene
RP11-566K11.7	gene
AC002398.13	gene
RP11-128P17.2	gene
CTB-30L5.1	gene
CTD-3162L10.1	gene
CTD-2540B15.10	gene
RP11-486P11.1	gene
AC005336.4	gene
RP11-456O19.2	gene
RP11-15A1.3	gene
AC005943.2	gene
PTGES3L	gene
RP11-760L24.1	gene
CTD-2659N19.10	gene
AC006130.3	gene
UXT-AS1	gene
CTD-2246P4.1	gene
RP11-866E20.1	gene
RP11-64C12.8	gene
RP11-10K17.6	gene
RP11-165E7.1	gene
AC005256.1	gene
RP11-1094M14.5	gene
RP11-434D2.3	gene
CCDC58P3	gene
RP11-127I20.5	gene
RP11-666A8.9	gene
RP11-820I16.1	gene
ASB16-AS1	gene
CTC-400I9.2	gene
CTC-510F12.2	gene
KRT18P61	gene
RP11-666A8.11	gene
RP11-15J10.9	gene
RP11-115N12.1	gene
CTC-499B15.8	gene
AC005789.9	gene
CTBP2P7	gene
CTB-25B13.9	gene
none	gene
CTD-2319I12.5	gene
CTD-2537I9.13	gene
SLC14A2-AS1	gene
RP11-325K19.1	gene
NTF6G	gene
ILF3-AS1	gene
RP11-846C15.2	gene
RP11-686D22.7	gene
TBC1D3P1-DHX40P1	gene
CTD-2369P2.4	gene
ZNF561-AS1	gene
PCAT19	gene
RP11-861E21.1	gene
CTD-2378E21.1	gene
CTD-2587H24.4	gene
RP11-839G9.1	gene
AF038458.4	gene
CTB-129P6.11	gene
CTD-3064H18.2	gene
RP11-64C12.7	gene
AC010525.4	gene
RPL10P15	gene
AD000671.6	gene
CTD-2020K17.1	gene
AC004490.1	gene
CTD-2357A8.3	gene
CTD-3113P16.5	gene
CTB-31O20.6	gene
RP11-795F19.5	gene
RP11-449J21.5	gene
OR1AC1P	gene
CTD-2540B15.9	gene
RP11-332H18.5	gene
HMGB3P27	gene
AC011518.2	gene
RP11-146N18.1	gene
AD000091.3	gene
RP11-53B2.3	gene
RP11-15K2.2	gene
AC005954.3	gene
AC005262.3	gene
RP11-322E11.6	gene
CTB-31O20.8	gene
CTD-3162L10.5	gene
RP11-677O4.6	gene
AC067968.3	gene
AC006116.14	gene
RP11-383D22.1	gene
CTC-548K16.1	gene
AC005777.3	gene
CTC-550B14.6	gene
RP11-411B10.2	gene
MIR2117HG	gene
CTD-2528L19.6	gene
CTBP2P3	gene
OR1M4P	gene
TPMTP1	gene
CTB-54O9.9	gene
AC005391.2	gene
RP11-1072C15.4	gene
SDHDP1	gene
none	gene
RP11-78A19.3	gene
RP11-527L4.9	gene
RP11-318A15.7	gene
CTB-55O6.12	gene
CALM2P1	gene
RP11-397A16.3	gene
CTC-512J12.6	gene
CTC-510F12.4	gene
RP11-879F14.1	gene
RP11-756J15.3	gene
PHF5CP	gene
CTD-2006C1.13	gene
AC007136.1	gene
SNRPCP20	gene
RP1-200G19.1	gene
PTP4A2P1	gene
RP11-767C4.1	gene
CTC-512J12.4	gene
ATP5LP7	gene
TYMSP2	gene
RP11-15A1.2	gene
AC006116.12	gene
RP11-116O18.3	gene
RP1-193H18.2	gene
MIR212	gene
RP11-813F20.4	gene
CTC-429L19.3	gene
RP11-798G7.6	gene
RP11-861E21.2	gene
MIR132	gene
AC005624.2	gene
RP11-797E24.3	gene
SNRPGP4	gene
AC011518.1	gene
AC005954.4	gene
LCN6	gene
RP11-264B14.1	gene
RP11-693L9.2	gene
RP5-1067M6.3	gene
CTD-2659N19.9	gene
AC007773.2	gene
CTC-265F19.3	gene
RP11-685A21.1	gene
AC010642.1	gene
AC005336.5	gene
AC010504.2	gene
CTC-260E6.9	gene
CTD-2132N18.2	gene
RP11-194N12.2	gene
AC005597.1	gene
AC005498.4	gene
WDR7-OT1	gene
RP11-126O1.5	gene
RP11-640I15.2	gene
RP11-49K24.6	gene
AC005786.5	gene
CTB-31O20.9	gene
HNRNPA3P16	gene
CTB-184G21.3	gene
ZNF861P	gene
AC093074.1	gene
RP11-794M8.1	gene
AC011524.3	gene
CYP4F10P	gene
AC005307.4	gene
CTB-31O20.4	gene
CTD-2085J24.5	gene
RP11-798G7.7	gene
RP11-64C12.6	gene
CTD-2319I12.4	gene
RP11-973H7.3	gene
RP11-118B18.2	gene
AC139100.3	gene
LINC01255	gene
RP11-209M4.1	gene
ZNF790-AS1	gene
CTB-50L17.5	gene
RP11-1151B14.4	gene
CTC-448F2.3	gene
CTD-2008P7.9	gene
CTD-2162K18.4	gene
CTD-2132N18.3	gene
CTC-232P5.3	gene
RP11-75C10.7	gene
CTC-459F4.6	gene
CTC-550B14.7	gene
AC007204.2	gene
RP11-2N1.1	gene
PARD6G-AS1	gene
RP11-686D22.2	gene
LINC01140	gene
CTC-543D15.3	gene
CTD-2006C1.12	gene
CTD-2562J15.6	gene
CTD-2342J14.6	gene
MAP3K14-AS1	gene
RP11-879F14.2	gene
TBX2-AS1	gene
RP11-793H13.10	gene
CTB-129P6.4	gene
AC005306.3	gene
RP11-397A16.1	gene
RP5-951N9.2	gene
RP11-794M8.2	gene
RP11-567M16.1	gene
RP13-890H12.2	gene
CTD-2623N2.11	gene
CTB-186G2.1	gene
RP11-703I16.2	gene
RP11-8H2.1	gene
CTD-2319I12.3	gene
CEBPA-AS1	gene
AC006116.19	gene
CTB-66B24.1	gene
RPL23AP77	gene
RP11-178C3.2	gene
CTD-2369P2.12	gene
AC004637.1	gene
RP11-378J18.10	gene
AC004510.3	gene
CTD-2630F21.1	gene
OR4G1P	gene
RP11-99A1.2	gene
RP11-1094M14.7	gene
KC6	gene
AC104532.2	gene
RP11-686D22.6	gene
RP11-879F14.3	gene
CTB-25B13.12	gene
RP11-178C3.1	gene
CTD-2528L19.3	gene
AC005780.1	gene
RP11-1094M14.11	gene
SNHG22	gene
SLC25A1P5	gene
RP11-411B10.5	gene
LINC01415	gene
CTD-2008L17.1	gene
AC002398.12	gene
BOLA3P2	gene
ASNSP6	gene
CTD-2534I21.8	gene
CTB-60B18.6	gene
EIF4A2P1	gene
LINC01478	gene
KB-7G2.9	gene
LINC00906	gene
RP11-242D8.3	gene
RP11-640A1.3	gene
RP11-552F3.10	gene
ZNF833P	gene
CTB-39G8.3	gene
CTD-2293H3.2	gene
EIF5AP3	gene
CTB-179K24.3	gene
RP11-686D22.9	gene
SH3GL1P3	gene
CTD-2162K18.3	gene
RP11-749H17.2	gene
RPL9P29	gene
RP11-411B10.3	gene
RP11-1094M14.12	gene
CTC-454I21.3	gene
LOC100421166	gene
CTD-3162L10.4	gene
RP11-47L3.1	gene
KCNJ2-AS1	gene
RP11-53B2.5	gene
UPK3BL	gene
RP11-1094M14.8	gene
CTD-2623N2.3	gene
RP11-712C7.2	gene
AC005330.2	gene
CTD-2231E14.5	gene
RP11-244M2.1	gene
CTB-186G2.4	gene
ATP5LP6	gene
CTC-400I9.3	gene
CTC-548K16.5	gene
RP11-325K19.2	gene
CTC-260E6.6	gene
SMCO4P1	gene
CTB-50L17.14	gene
CTD-2240E14.4	gene
AF038458.5	gene
CTC-459F4.7	gene
RP11-635N19.1	gene
MIR122	gene
CYP4F9P	gene
RP11-691H4.3	gene
CTB-175E5.7	gene
AC074212.6	gene
RP11-845C23.3	gene
RP11-873E20.1	gene
AC006130.4	gene
RP11-456O19.5	gene
RP11-325K19.3	gene
RP11-396N11.1	gene
TCF4-AS2	gene
RP11-49I11.2	gene
CTC-296K1.4	gene
CTD-2189E23.2	gene
CTD-2050I18.1	gene
CTB-50L17.2	gene
RP11-567M16.2	gene
CTC-265F19.2	gene
RP11-636O21.1	gene
RP11-456K23.1	gene
CTC-503J8.2	gene
CTD-2319I12.2	gene
CTC-239J10.1	gene
TCEB1P29	gene
CTC-559E9.6	gene
RP11-527L4.6	gene
AC005498.3	gene
CTD-2554C21.1	gene
AC005616.2	gene
CTD-2265O21.3	gene
RP11-128P17.1	gene
RP11-552F3.12	gene
RP11-289E15.1	gene
AC006116.15	gene
RP11-635N19.2	gene
DNAH17-AS1	gene
CTD-2057D4.2	gene
AC005786.7	gene
CTC-454I21.4	gene
AC002398.11	gene
CTC-501O10.1	gene
RP1-37N7.5	gene
AC010641.1	gene
SMUG1P1	gene
CTB-39G8.2	gene
AC010649.1	gene
RP11-264B14.2	gene
OR1AB1P	gene
RP11-1018N14.5	gene
AC004791.2	gene
ZNF582-AS1	gene
RP11-78A19.2	gene
RP11-49I11.3	gene
RP5-837J1.4	gene
CTC-425F1.4	gene
AC006116.27	gene
RP11-120M18.5	gene
RP11-866E20.3	gene
UBE2V2P2	gene
AC011525.4	gene
RP11-13K12.5	gene
APOC4	gene
AC005944.2	gene
