gene name	test_pipeline	first_sample	second_sample	third_sample
RN7SL518P	0.0	0.0	0.0	0.0
RP11-793A3.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-1090M7.1	0.0	0.0	0.0	0.0
RP11-806L2.6	0.0	0.0	0.0	0.0
RNF115	8.0	29.0	1.0	0.0
none	0.0	0.0	0.0	0.0
RP11-131K5.2	0.0	0.0	0.0	0.0
MIR1539	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3156-2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR1269B	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4435-1	0.0	0.0	0.0	0.0
MIR4436A	0.0	0.0	0.0	0.0
RP11-524F11.1	0.0	0.0	0.0	0.0
RP11-92G19.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTD-3157E16.1	0.0	0.0	0.0	0.0
MIR548V	0.0	0.0	0.0	0.0
MIR5697	0.0	0.0	0.0	10.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4304	0.0	0.0	0.0	0.0
MIR5690	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
FCGR1CP	0.0	0.0	0.0	0.0
RP11-638L3.1	0.0	0.0	0.0	0.0
RN7SL475P	0.0	0.0	0.0	0.0
MIR3180-1	0.0	0.0	0.0	0.0
MIR4421	0.0	0.0	0.0	0.0
MIR3164	0.0	0.0	0.0	0.0
H3F3BP2	0.0	0.0	0.0	0.0
RP11-60A24.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
AA06	0.0	0.0	0.0	0.0
RP11-183C12.1	0.0	0.0	0.0	0.0
RP11-293E1.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-958F21.3	0.0	0.0	0.0	0.0
RP11-419J16.1	0.0	0.0	0.0	0.0
RP11-638L3.3	0.0	0.0	0.0	0.0
RP11-434D2.2	0.0	0.0	0.0	0.0
MIR3918	0.0	0.0	0.0	0.0
RN7SL652P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR1268B	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
PIGPP4	0.0	0.0	0.0	0.0
MIR3143	0.0	0.0	0.0	0.0
RN7SL605P	0.0	0.0	0.0	0.0
RP11-1109M24.13	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
WDR45BP1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-713C5.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3978	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5708	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
AP000275.65	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
NPM1P45	0.0	0.0	0.0	0.0
MIR4756	0.0	0.0	0.0	0.0
MIR3659	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5707	0.0	0.0	0.0	0.0
MIR4471	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4695	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4539	0.0	0.0	0.0	0.0
RP11-521P1.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR548AG2	0.0	0.0	0.0	0.0
CTB-96E2.7	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3139	0.0	0.0	0.0	0.0
RP11-68I3.11	0.0	0.0	0.0	0.0
AC139085.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
GLUD1P8	0.0	0.0	0.0	0.0
BNIP3P3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3612	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-529J17.1	0.0	0.0	0.0	0.0
MIR3929	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-465I4.2	0.0	0.0	0.0	0.0
RP11-451L19.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
TUFMP1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL279P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR548AK	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-13N13.6	0.0	0.0	0.0	0.0
MIR3151	0.0	0.0	0.0	0.0
MIR3690	0.0	0.0	0.0	0.0
MIR4664	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-74H8.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RARA-AS1	0.0	0.0	0.0	31.0
none	0.0	0.0	0.0	0.0
MIR548AJ1	0.0	0.0	0.0	0.0
RP11-25I11.1	0.0	0.0	0.0	0.0
RP11-672L10.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4508	0.0	0.0	0.0	0.0
RN7SL708P	0.0	0.0	0.0	0.0
RP11-1376P16.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RPL17	199.0	214.0	17.0	225.0
MIR4267	0.0	0.0	0.0	0.0
RP11-173M1.5	0.0	0.0	0.0	0.0
RN7SL378P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MAFG-AS1	0.0	0.0	3.0	0.0
RP11-118G23.1	0.0	0.0	0.0	0.0
RP11-5A19.5	0.0	0.0	0.0	0.0
MIR4460	0.0	0.0	0.0	0.0
RP13-516M14.4	0.0	0.0	4.0	0.0
RP11-815I9.5	0.0	0.0	0.0	0.0
MIR4774	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-31I22.4	0.0	0.0	0.0	0.0
LARP7P3	0.0	0.0	0.0	0.0
MIR548AE2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-156L14.1	0.0	0.0	0.0	0.0
SNORD53_SNORD92	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-440L16.1	0.0	0.0	0.0	0.0
RP11-82O19.2	0.0	0.0	0.0	72.0
none	0.0	0.0	0.0	0.0
RP11-94B19.7	0.0	0.0	0.0	0.0
MIR4681	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4284	0.0	0.0	0.0	0.0
MIR3144	0.0	0.0	0.0	0.0
RN7SL648P	0.0	0.0	0.0	0.0
RP11-883A18.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
SNORA74	0.0	0.0	0.0	0.0
MIR4438	0.0	0.0	0.0	0.0
RN7SL5P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-1157N2__B.2	0.0	0.0	0.0	0.0
RP11-354P11.3	0.0	0.0	0.0	0.0
RN7SL339P	0.0	0.0	0.0	0.0
RP11-848P1.3	0.0	0.0	0.0	0.0
MIR4427	0.0	0.0	0.0	0.0
RN7SL375P	0.0	0.0	0.0	0.0
KYNUP2	0.0	0.0	0.0	0.0
RP11-849F2.5	0.0	0.0	0.0	0.0
RP11-799B12.4	0.0	0.0	0.0	0.0
RP11-296E23.1	0.0	0.0	0.0	0.0
RP11-403A21.1	0.0	0.0	0.0	0.0
RN7SL444P	0.0	0.0	0.0	0.0
RP11-595B24.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
ZNF488	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CXADRP3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4506	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTC-304I17.3	0.0	0.0	0.0	0.0
MIR3670-3	0.0	0.0	0.0	0.0
RN7SL624P	0.0	0.0	0.0	0.0
RP11-17M16.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-384E22.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP1-56K13.3	0.0	0.0	0.0	0.0
RP11-527H14.6	0.0	0.0	0.0	0.0
CYP4F35P	0.0	0.0	0.0	0.0
RP11-19P22.5	0.0	0.0	0.0	0.0
MIR4330	0.0	0.0	0.0	0.0
RNASEH1P1	0.0	0.0	0.0	0.0
CTD-2349P21.10	0.0	0.0	0.0	0.0
MIR3118-4	0.0	0.0	0.0	0.0
RP11-227G15.3	0.0	0.0	0.0	0.0
RP11-271K11.5	0.0	0.0	0.0	0.0
RP11-387H17.6	0.0	0.0	0.0	0.0
RP11-649A18.5	0.0	0.0	0.0	0.0
RP11-720N19.2	0.0	0.0	0.0	0.0
RN7SL49P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4292	0.0	0.0	0.0	0.0
SEC22B	0.0	23.0	12.0	26.0
MIR3907	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL300P	0.0	0.0	0.0	0.0
RN7SL376P	0.0	0.0	0.0	0.0
MIR1273G	0.0	0.0	0.0	0.0
FSBP	0.0	0.0	0.0	0.0
EEF1E1-BLOC1S5	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3177	0.0	0.0	0.0	0.0
MIR4422	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3939	0.0	0.0	0.0	0.0
MIR548AG1	0.0	0.0	0.0	0.0
MIR3123	0.0	0.0	0.0	0.0
RP1-66C13.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CCND3P2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
AC010761.10	0.0	0.0	0.0	0.0
MIR548X	0.0	0.0	0.0	0.0
LINC01029	0.0	0.0	0.0	0.0
RP11-751H17.1	0.0	0.0	0.0	0.0
RP11-20B24.5	0.0	0.0	0.0	0.0
MIR4276	0.0	0.0	0.0	0.0
MIR4287	0.0	0.0	0.0	0.0
MIR3689D1	0.0	0.0	0.0	0.0
MIR4797	0.0	0.0	0.0	0.0
RP1-48J14.1	0.0	0.0	0.0	0.0
MIR4514	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5704	0.0	0.0	0.0	0.0
MIR4495	0.0	0.0	0.0	0.0
RP11-805L22.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4516	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3174	0.0	0.0	0.0	0.0
MIR3689A	0.0	0.0	0.0	0.0
MIR4289	0.0	0.0	0.0	0.0
MIR4489	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3914-1	0.0	0.0	0.0	0.0
MIR4748	0.0	0.0	0.0	0.0
PDLIM1P2	0.0	0.0	0.0	0.0
RN7SL73P	0.0	0.0	0.0	0.0
RP11-169I9.2	0.0	0.0	0.0	0.0
RN7SL783P	0.0	0.0	0.0	0.0
DSCAS	0.0	0.0	0.0	0.0
Y_RNA	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL311P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL357P	0.0	0.0	0.0	0.0
AC018696.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4696	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL96P	0.0	0.0	0.0	0.0
RP11-737O24.2	0.0	0.0	0.0	0.0
RP11-20B24.6	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-583F2.2	0.0	0.0	0.0	0.0
RP11-434D2.9	0.0	0.0	0.0	0.0
MIR3685	0.0	0.0	0.0	0.0
RN7SL543P	0.0	0.0	0.0	0.0
MIR4280	0.0	0.0	0.0	0.0
MIR5692C1	0.0	0.0	0.0	0.0
CTD-2532D12.5	0.0	0.0	0.0	0.0
MIR5195	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3146	0.0	0.0	0.0	0.0
LINC00668	0.0	0.0	0.0	0.0
ARL2BPP1	0.0	0.0	0.0	0.0
RP11-277J6.3	0.0	0.0	0.0	0.0
RP11-563H6.1	0.0	2.0	0.0	0.0
UBE2CP2	0.0	0.0	0.0	0.0
RN7SL577P	0.0	0.0	0.0	0.0
RP11-739L10.1	0.0	0.0	0.0	0.0
LINC01387	0.0	0.0	0.0	0.0
RP11-752P2.2	0.0	0.0	0.0	0.0
RP11-296E23.2	0.0	0.0	0.0	0.0
MIR4749	0.0	0.0	0.0	0.0
MIR4445	0.0	0.0	0.0	0.0
MIR4319	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
Y_RNA	0.0	0.0	0.0	0.0
GACAT2	0.0	0.0	0.0	0.0
RP11-293E1.1	0.0	0.0	0.0	0.0
MIR4266	0.0	0.0	0.0	0.0
AC100830.4	0.0	0.0	0.0	0.0
RP11-269G24.6	0.0	0.0	0.0	0.0
TXNIP	0.0	0.0	0.0	26.0
RP11-163O19.16	0.0	0.0	0.0	0.0
CTB-41I6.2	0.0	0.0	0.0	0.0
MIR4725	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTD-2515C13.2	0.0	0.0	0.0	0.0
MIR544B	0.0	0.0	0.0	0.0
RP11-927P21.4	0.0	0.0	0.0	0.0
RP11-699A5.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4735	0.0	0.0	0.0	0.0
RP11-16C1.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4519	0.0	0.0	0.0	0.0
ESRG	0.0	0.0	0.0	0.0
MIR5694	0.0	0.0	0.0	0.0
RP11-510D21.1	0.0	0.0	0.0	0.0
RP11-736G13.1	0.0	0.0	0.0	0.0
MIR3671	0.0	0.0	0.0	0.0
RP11-567L7.5	0.0	0.0	0.0	0.0
RP11-267C16.2	0.0	0.0	0.0	0.0
MIR4488	0.0	0.0	0.0	0.0
RP11-746M1.2	0.0	0.0	0.0	0.0
GATA6-AS1	0.0	0.0	0.0	0.0
MIR4764	0.0	0.0	0.0	0.0
CTD-2206N4.2	0.0	0.0	0.0	0.0
RP11-94B19.2	0.0	0.0	0.0	0.0
MIR4309	0.0	0.0	0.0	0.0
hsa-mir-548c	0.0	0.0	0.0	0.0
MIR4477B	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3609	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
SRGAP2	0.0	6.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-452I5.2	16.0	6.0	0.0	25.0
MIR4659A	0.0	0.0	0.0	0.0
MIR4509-2	0.0	0.0	0.0	0.0
MIR4690	0.0	0.0	0.0	0.0
AC015818.6	0.0	0.0	0.0	0.0
MIR3649	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTD-2206N4.1	0.0	0.0	0.0	0.0
RP11-703M24.5	0.0	0.0	0.0	0.0
RP11-822E23.6	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4500	0.0	0.0	0.0	0.0
NDUFV2-AS1	0.0	0.0	0.0	45.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL140P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4771-2	0.0	0.0	0.0	0.0
CTD-2124B20.2	0.0	0.0	0.0	0.0
POLRMTP1	0.0	0.0	0.0	1.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3617	0.0	0.0	0.0	0.0
MIR5693	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
BAHCC1	0.0	18.0	2.0	0.0
RN7SL574P	0.0	0.0	0.0	0.0
CTD-2535L24.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4432	0.0	0.0	0.0	0.0
SNORA59B	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-159D12.5	0.0	0.0	0.0	0.0
RP5-1028K7.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RASSF5	0.0	0.0	0.0	0.0
MIR5192	0.0	0.0	0.0	0.0
MIR5700	0.0	0.0	0.0	0.0
RP11-118E18.2	0.0	0.0	0.0	0.0
RP5-906A24.2	0.0	0.0	0.0	0.0
RP11-243E13.2	0.0	0.0	0.0	0.0
MIR4326	0.0	0.0	0.0	0.0
RP11-326K13.2	0.0	0.0	0.0	0.0
RP11-647F2.2	0.0	0.0	0.0	0.0
MIR4525	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4440	0.0	0.0	0.0	0.0
MIR4423	0.0	0.0	0.0	0.0
RP11-296K13.4	0.0	0.0	0.0	1.0
none	0.0	0.0	0.0	0.0
RP11-963H4.5	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
FBXO36P1	0.0	0.0	0.0	0.0
RP11-354P11.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5587	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-209D14.4	0.0	0.0	0.0	0.0
ZNF415P1	0.0	0.0	0.0	0.0
RN7SL366P	0.0	0.0	0.0	0.0
SRP68P1	0.0	0.0	0.0	0.0
MIR4759	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4435-2	0.0	0.0	0.0	0.0
MIR4533	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4654	0.0	0.0	0.0	0.0
RHOT1P1	0.0	0.0	0.0	0.0
MIR5190	0.0	0.0	0.0	0.0
MIR5583-1	0.0	0.0	0.0	0.0
RP11-789C17.3	0.0	0.0	0.0	0.0
MIR4711	0.0	0.0	0.0	0.0
MIR3646	0.0	0.0	0.0	0.0
RP11-190I17.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-927P21.6	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL785P	0.0	0.0	0.0	0.0
RN7SL612P	0.0	0.0	0.0	0.0
YWHAEP2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL557P	0.0	0.0	0.0	0.0
MIR3147	0.0	0.0	0.0	0.0
RP11-769O8.1	0.0	0.0	0.0	0.0
STRADA	0.0	0.0	0.0	0.0
MIR4666A	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-1113L8.6	0.0	0.0	0.0	0.0
MIR4282	0.0	0.0	0.0	0.0
EIF4A3P1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-552O4.2	0.0	0.0	0.0	0.0
RN7SL804P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL480P	0.0	0.0	0.0	0.0
MIR5095	0.0	0.0	0.0	0.0
MIR3186	0.0	0.0	0.0	0.0
RP11-218F4.2	0.0	0.0	0.0	0.0
MIR1260B	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4661	0.0	0.0	0.0	0.0
RN7SL163P	0.0	0.0	0.0	0.0
RP11-675P14.1	0.0	0.0	0.0	0.0
PNLIPRP2	0.0	0.0	0.0	0.0
SS18L2P2	0.0	0.0	0.0	0.0
RP1-66C13.4	0.0	0.0	0.0	0.0
MIR5585	0.0	0.0	0.0	0.0
MIR5589	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3926-1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTD-2267D19.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RN7SL371P	0.0	0.0	0.0	0.0
MIR3156-3	0.0	0.0	0.0	0.0
RP11-100K18.1	0.0	0.0	0.0	0.0
MIR3167	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTSLP2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-433M22.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4323	0.0	0.0	0.0	0.0
NPM1P2	0.0	0.0	0.0	0.0
MIR3611	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3178	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3176	0.0	0.0	0.0	0.0
NARF-IT1	0.0	0.0	0.0	0.0
RP11-25D3.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5091	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
GRAMD4P7	0.0	0.0	0.0	0.0
MIR4279	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4644	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTC-525D6.2	0.0	0.0	0.0	0.0
COX6CP3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4475	0.0	0.0	0.0	0.0
LINC00683	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-41O4.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-640I15.1	0.0	0.0	0.0	0.0
MIR4428	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
KLF14	0.0	0.0	0.0	0.0
RP11-172F10.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5096	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-715C4.1	0.0	0.0	0.0	0.0
RN7SL138P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4743	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-41O4.2	0.0	0.0	0.0	0.0
RP11-849F2.4	0.0	0.0	0.0	0.0
UBL5P2	0.0	0.0	0.0	0.0
RP11-627G18.1	0.0	0.0	0.0	0.0
MIR3683	0.0	0.0	0.0	0.0
CTD-3096M3.2	0.0	0.0	0.0	0.0
RP11-1C8.6	0.0	0.0	0.0	0.0
RP11-159D12.10	0.0	0.0	0.0	0.0
MIR3180-3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
ARIH2P1	0.0	0.0	0.0	0.0
MIR744	0.0	0.0	0.0	0.0
MIR3118-1	0.0	0.0	0.0	0.0
RP11-219A15.1	0.0	0.0	0.0	0.0
RP11-484N16.1	10.0	0.0	0.0	0.0
MIR4518	0.0	0.0	0.0	0.0
CTD-2008P7.6	0.0	0.0	0.0	0.0
MIR5093	0.0	0.0	0.0	0.0
RN7SL510P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
AC007952.4	0.0	0.0	0.0	0.0
RP11-111H3.3	0.0	0.0	0.0	0.0
RP11-173M1.4	20.0	0.0	0.0	0.0
MIR4668	0.0	0.0	0.0	0.0
RN7SL703P	0.0	0.0	0.0	0.0
MIR5692A1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR3909	0.0	0.0	0.0	0.0
MIR4293	0.0	0.0	0.0	0.0
MIR4663	0.0	0.0	0.0	0.0
MIR3665	0.0	0.0	0.0	0.0
MIR4503	0.0	0.0	0.0	0.0
hsa-mir-4536-1	0.0	0.0	0.0	0.0
MIR4281	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-25O3.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
NBPF15	0.0	3.0	3.0	1.0
RP11-848P1.4	0.0	0.0	0.0	0.0
RP5-890E16.4	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4776-2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-578C11.2	0.0	0.0	0.0	0.0
RP11-101O21.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-218E15.1	0.0	0.0	0.0	0.0
RP11-51L5.3	0.0	0.0	0.0	0.0
RP11-1096G20.5	0.0	0.0	0.0	0.0
RP11-344E13.4	0.0	0.0	0.0	0.0
MIR3657	0.0	0.0	0.0	0.0
RP11-142O6.1	0.0	0.0	0.0	0.0
RP11-710M11.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-214O1.3	0.0	0.0	0.0	0.0
RP11-640N20.8	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5002	0.0	0.0	0.0	0.0
RP11-227G15.8	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTB-41I6.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4740	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR4273	0.0	0.0	0.0	0.0
RP11-737O24.1	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-874J12.4	0.0	0.0	0.0	0.0
SNHG25	0.0	1.0	0.0	5.0
none	0.0	0.0	0.0	0.0
CBX3P2	0.0	0.0	0.0	0.0
MIR3157	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP11-180P8.3	0.0	0.0	0.0	0.0
NCOA4	170.0	22.0	21.0	320.0
MIR4636	0.0	0.0	0.0	0.0
RP1-66C13.2	0.0	0.0	0.0	0.0
MIR4424	0.0	0.0	0.0	0.0
RN7SL118P	0.0	0.0	0.0	0.0
MIR4451	0.0	0.0	0.0	0.0
MIR3163	0.0	0.0	0.0	0.0
MIR4719	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
MIR5580	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
TBC1D3P5	0.0	0.0	0.0	0.0
MIR4264	0.0	0.0	0.0	0.0
MIR4746	0.0	0.0	0.0	0.0
RN7SL493P	0.0	0.0	0.0	0.0
RP11-91I8.3	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
RP13-991F5.2	0.0	0.0	0.0	0.0
RP11-149I2.4	0.0	0.0	0.0	0.0
RP11-805L22.1	0.0	0.0	0.0	0.0
MIR3713	0.0	0.0	0.0	0.0
CTD-2015H3.2	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
